id	witness_a	witness_b	reviewed	portuguese	similarity	provisional_class	difference_summary
BOR-CORBO-HM001-u127	Boecodure, barogwa kododure; ocagodure pugeje. Boe enojagodure: - gigi gigi gigi! Ure tuiebu, aiwore: Oinore bai gigadure ba okwaji! Ure tugeragu tugudawu kododji tu... Ure tugeragu joruji tu... Kodo tabo ba oiado. Ure bado tu... Ure jorugo tu...Dukeje icare ia imedu aregodure, akore Itaregodu! Iwo itowarudore iroino. Akore Aroia Kurirewu (Iw. Boiad.) oinore ikiere, oinore itagarure. Aroia Kurirewu imire itaregodure.	Boecodure, barogwa kododure; ocagodyre pugeje. Boe enojagodyre: - gigi gigi gigi! Ure tuiebu, aiwore: Oinore bai gigadure ba okwaji! Ure tugeragu tugudawy kododji ty... Ure tugeragu joru ji ty... Kodo tabo ba oiado. Ure bado ty... Ure jorugo ty...Dykeje icare ia imedy aregodyre, akore: Itaregody! Iwo itowarudore iroino. Akore: Aroia Kurirewy (Iw. Boiad.) oinore ikiere, oinore itagarure. Aroia Kurirewy imire itaregodyre.		"Anoiteceu e amanheceu; ele assobiou e os Bororo responderam: - gigi gigi gigi!
Saiu, observou: - Quantas casas branquejando na beira da aldeia!
Pegou logo sua esteira, pegou o fogo e levou-os para o centro da aldeia. Estendeu a esteira e avivou o fogo. Nisso um outro homem chegou dizendo: - Eu cheguei. Eu vim para me esquentar. E Acrescentou: - Sou eu, Aroia Kurirewu94, que estou chegando. Eu, Aroia Kurirewu cheguei."	0.906	orthographic/editorial	replace: [ocagodure] -> [ocagodyre] | replace: [enojagodure:] -> [enojagodyre:] | replace: [tugudawu] -> [tugudawy] | replace: [tu...] -> [ty...] | replace: [joruji tu...] -> [joru ji ty...] | replace: [tu...] -> [ty...] | replace: [tu...Dukeje] -> [ty...Dykeje] | replace: [imedu aregodure, akore Itaregodu!] -> [imedy aregodyre, akore: Itaregody!]
BOR-CORBO-HM001-u128	Boecodure pugeje, barogwa kododure; ocagodure. Boe enojagodure: - gigi gigi gigi! Ure tuiebu ta! Aiwore: Oinore bai gigadure ba okwaji! Ure tugeragu tugudawu kodoji ta!, joruji ta! Kodo tabo, ure baado ba oiadoda, ure jorugo tu... Dukeje icare ia imedu aregodure, akore Itaregodu! Iwo itowarudore iroino. Akore Koge Ebowu (Iw. Cob.) imire iroino.	Boecodure pugeje, barogwa kododure; ocagodyre. Boe enojagodyre: - gigi gigi gigi! Ure tuiebu ta! Aiwore: Oinore bai gigadure ba okwa ji! Ure tugeragu tugudawy kodoji ta!, joru ji ta! Kodo tabo, ure baado ba oiadoda, ure jorugo ty... Dykeje icare ia imedy aregodyre, akore: Itaregody! Iwo itowarudore iroino. Akore: Koge Ebowy (Iw. Cob.) imire iroino.		"Anoiteceu de novo e amanheceu; ele assobiou. Os Bororo responderam: - gigigigi gigi!
Saiu logo, observou: Tinha muitas casas branquejando na beira da aldeia!
Pegou logo sua esteira e o fogo e foi com eles, estendeu a esteira no centro da aldeia e avivou o fogo. Aí chegou um outro homem dizendo: - Eu cheguei. Eu vim para me esquentar. E acrescentou: - Sou eu, Koge Ebowu95, que estou chegando."	0.874	orthographic/editorial	replace: [ocagodure.] -> [ocagodyre.] | replace: [enojagodure:] -> [enojagodyre:] | replace: [okwaji!] -> [okwa ji!] | replace: [tugudawu] -> [tugudawy] | replace: [joruji] -> [joru ji] | replace: [tu... Dukeje] -> [ty... Dykeje] | replace: [imedu aregodure, akore Itaregodu!] -> [imedy aregodyre, akore: Itaregody!] | replace: [Akore] -> [Akore:]
BOR-CORBO-HM001-u129	Boecodure, barogwa kododure; ocagodure. Boe enojagodure: - gigi gigi gigi! Ure tuiebu, aiwore: Oinore bai gigadure ba okwaji! Ure tugeragu tugudawu kododji tu... Ure tugeragu joruji tu... Ure tugudawu kodo bado tu... Ure jorugo tu... Dukeje icare ia imedu aregodure, akore Itaregodu! Iwo itowarudore iroino. Akore Butoregadu (Iw. Cob.) imire iroino. Butoregadu imire itaregodure.	Boecodure, barogwa kododure; ocagodyre. Boe enojagodyre: - gigi gigi gigi! Ure tuiebu, aiwore: Oinore bai gigadure ba okwaji! Ure tugeragu tugudawy kododji ty... Ure tugeragu joru ji ty... Ure tugudawy kodo bado ty... Ure jorugo ty... Dykeje icare ia imedy aregodyre, akore: Itaregody! Iwo itowarudore iroino. Akore: Butoregadu (Iw. Cob.) imire iroino. Butoregadu imire itaregodyre.		"Anoiteceu e amanheceu; ele assobiou e os Bororo responderam: - gigi gigi gigi!
Saiu, observou: Tinha muitas casas branquejando na beira da aldeia!
Pegou a sua esteira, pegou o fogo, estendeu sua esteira e avivou o fogo. Nisso um outro homem chegou dizendo: - Eu cheguei. Eu vim para me esquentar.
E acrescentou: - Sou eu, Butoregadu96, que estou chegando. Eu Butoregadu cheguei."	0.731	substantive-or-segmentation	replace: [ocagodure.] -> [ocagodyre.] | replace: [enojagodure:] -> [enojagodyre:] | replace: [tugudawu] -> [tugudawy] | replace: [tu...] -> [ty...] | replace: [joruji tu...] -> [joru ji ty...] | replace: [tugudawu] -> [tugudawy] | replace: [tu...] -> [ty...] | replace: [tu... Dukeje] -> [ty... Dykeje]
BOR-CORBO-HM001-u130	Boecodure, barogwa kododure; ocagodure. Boe enojagodure gigi gigi gigi! Ba okwaji. Ure tuiebu ta! Oinore bai gigadure ba okwaji! Ure tugeragu tugudawu kodoji ta! Ure tugeragu joruji ta! Kodo tabo ba oiado. Ure jorugo tu.. Dukeje icare ia imedu aregodure. Akore Kaborewu (Ar. Cob.) imire iroino. Kaborewu imire itaregodure.	Boecodure, barogwa kododure; ocagodyre. Boe enojagodyre gigi gigi gigi! Ba okwaji. Ure tuiebu ta! Oinore bai gigadure ba okwaji! Ure tugeragu tugudawy kodoji ta! Ure tugeragu joru ji ta! Kodo tabo ba oiado. Ure jorugo tu.. Dykeje icare ia imedy aregodyre. Akore: Kaborewy (Ar. Cob.) imire iroino. Kaborewy imire itaregodyre.		"Anoiteceu e amanheceu; ele assobiou e os Bororo responderam - gigi gigi gigi!
Saiu logo: Tinha muitas casas branquejando na beira da aldeia!
Pegou logo sua esteira, pegou logo o fogo e foi com eles para o centro da aldeia. Quando avivou o fogo, chegou um outro homem dizendo: - Eu cheguei. Eu vim para me esquentar. E acrescentou: - Sou eu, Kaborewu97, que estou chegando. Eu, Kaborewu cheguei."	0.938	orthographic/editorial	replace: [ocagodure.] -> [ocagodyre.] | replace: [enojagodure] -> [enojagodyre] | replace: [tugudawu] -> [tugudawy] | replace: [joruji] -> [joru ji] | replace: [Dukeje] -> [Dykeje] | replace: [imedu aregodure. Akore Kaborewu] -> [imedy aregodyre. Akore: Kaborewy] | replace: [Kaborewu] -> [Kaborewy] | replace: [itaregodure.] -> [itaregodyre.]
BOR-CORBO-HM001-u131	Boecodure, barogwa kododure; ocagodure. Boe enojagodure gigi gigi gigi! Ba okwaji. Ure tuiebu ta! Aiwore: Oinore bai gigadure ba okwaji! Ure tugeragu tugudawu kodo roguji, joruji ta! Kodo tabo ba oiado, ure tugudawu kodo bado tu... Ure jorugo tu... Dukeje icare ia imedu aregodure, akore Itaregodu! Iwo itowarudore iroino. Akore Birimodo (Ar. Cob.) imire iroino. Birimodo imire itaregodure.	Boecodure, barogwa kododure; ocagodyre. Boe enojagodyre gigi gigi gigi! Ba okwaji. Ure tuiebu ta! Aiwore: Oinore bai gigadure ba okwaji! Ure tugeragu tugudawy kodo roguji, joru ji ta! Kodo tabo ba oiado, ure tugudawy kodo bado ty... Ure jorugo ty... Dykeje icare ia imedy aregodyre, akore: Itaregody! Iwo itowarudore iroino. Akore: Birimodo (Ar. Cob.) imire iroino. Birimodo imire itaregodyre.		"Anoiteceu e amanheceu; ele assobiou e os Bororo responderam: - gigi gigi gigi! Na beira da aldeia.
Saiu logo, observou: - Como as casas branquejavam na beira da aldeia!
Pegou a sua esteira e o fogo e foi com eles para o centro da aldeia. Estendeu a sua esteira e avivou o fogo. Nisso chegou um outro homem dizendo: - Eu cheguei. Eu vim para me esquentar. E acrescentou: - Sou eu, Birimodo98, que estou chegando. Eu, Birimodo, cheguei."	0.912	orthographic/editorial	replace: [ocagodure.] -> [ocagodyre.] | replace: [enojagodure] -> [enojagodyre] | replace: [tugudawu] -> [tugudawy] | replace: [joruji] -> [joru ji] | replace: [tugudawu] -> [tugudawy] | replace: [tu...] -> [ty...] | replace: [tu... Dukeje] -> [ty... Dykeje] | replace: [imedu aregodure, akore Itaregodu!] -> [imedy aregodyre, akore: Itaregody!]
BOR-CORBO-HM001-u132	Boecodure, barogwa kododure; ocagodure pugeje. Boe enojagodure: - gigi gigi gigi! Ba okwaji. Ure tuiebu ta! Aiwore: Oinore bai gigadure ba okwaji! Ure tugeragu tugudawu kodoji ta! Ure tugeragu joruji ta! Ure tugudawu kodo bado tu... Ure jorugo tu... Dukeje icare ia imedu aregodure, akore Itaregodu! Iwo itowarudore iroino. Akore Akaruio Boroge (Ap. Ceb) imire iroino. Akaruio Boroge imire itaregodure.	Boecodure, barogwa kododure; ocagodyre pugeje. Boe enojagodyre: - gigi gigi gigi! Ba okwaji. Ure tuiebu ta! Aiwore: Oinore bai gigadure ba okwaji! Ure tugeragu tugudawy kodoji ta! Ure tugeragu joru ji ta! Ure tugudawy kodo bado ty... Ure jorugo ty... Dykeje icare ia imedy aregodyre, akore: Itaregody! Iwo itowarudore iroino. Akore: Akaruio Boroge (Ap. Ceb) imire iroino. Akaruio Boroge imire itaregodyre.		"Anoiteceu e amanheceu; ele assobiou de novo e os Bororo responderam: - gigi gigi gigi! Na beira da aldeia.
Ele saiu logo e observou: Quantas casas branquejavam na beira da aldeia!
Pegou logo sua esteira, pegou logo o fogo, estendeu sua esteira e avivou o fogo. Aí um outro homem chegou dizendo: - Eu cheguei. Eu vim para me esquentar.
E acrescentou: - Sou eu, Akaruio Boroge99, que estou chegando. Eu Akaruio Borogue cheguei."	0.914	orthographic/editorial	replace: [ocagodure] -> [ocagodyre] | replace: [enojagodure:] -> [enojagodyre:] | replace: [tugudawu] -> [tugudawy] | replace: [joruji] -> [joru ji] | replace: [tugudawu] -> [tugudawy] | replace: [tu...] -> [ty...] | replace: [tu... Dukeje] -> [ty... Dykeje] | replace: [imedu aregodure, akore Itaregodu!] -> [imedy aregodyre, akore: Itaregody!]
BOR-CORBO-HM001-u133	Boecodure, barogwa kododure; ocagodure. Boe enojagodure: - gigi gigi gigi! Ba okwaji. Ure tuiebu ta! Aiwore: Oinore bai gigadure ba okwaji! Ure tugeragu tugudawu kodoji tu... Ure tugeragu joruji tu.. Kodo tabo ba oiado. Ure bado tu... Ure jorugo tu... Dukeje icare ia imedu aregodure, akore Itaregodu! Iwo itowarudore iroino. Akore Meregege (Ap. Boiad.) imire iroino. Meregege imire itaregodure.	Boecodure, barogwa kododure; ocagodyre. Boe enojagodyre: - gigi gigi gigi! Ba okwaji. Ure tuiebu ta! Aiwore: Oinore bai gigadure ba okwaji! Ure tugeragu tugudawy kodoji ty... Ure tugeragu joru ji tu.. Kodo tabo ba oiado. Ure bado ty... Ure jorugo ty... Dykeje icare ia imedy aregodyre, akore: Itaregody! Iwo itowarudore iroino. Akore: Meregege (Ap. Boiad.) imire iroino. Meregege imire itaregodyre.		"Foi noite e foi manhã; ele assobiou e os Bororo responderam - gigi gigi gigi! Na beira da aldeia.
Ele saiu logo e observou: Tinha muitas casas branquejando na beira da aldeia!
Pegou sua esteira, pegou o fogo e foi com eles para o centro da aldeia. Estendeu a esteira e avivou o fogo, quando um outro homem chegou dizendo: -Eu cheguei. Eu vim para me esquentar. E acrescentou: - Sou eu Meregege100, que estou chegando. Eu Meregege cheguei."	0.827	substantive-or-segmentation	replace: [ocagodure.] -> [ocagodyre.] | replace: [enojagodure:] -> [enojagodyre:] | replace: [tugudawu] -> [tugudawy] | replace: [tu...] -> [ty...] | replace: [joruji] -> [joru ji] | replace: [tu...] -> [ty...] | replace: [tu... Dukeje] -> [ty... Dykeje] | replace: [imedu aregodure, akore Itaregodu!] -> [imedy aregodyre, akore: Itaregody!]
BOR-CORBO-HM001-u134	Boecodure, barogwa kododure; ocagodure. Boe enojagodure gigi gigi gigi! Ba okwaji. Ure tuiebu. Aiwore: Oinore bai gigadure ba okwaji! Ure tugeragu tugudawu kodoji tu...Ure tugeragu joruji tu... Ure tugudawu kodo bado tu.. Urejorugo tu... Dukeje icare ia imedu aregodure, akore Itaregodu! Iwo itowarudore iroino. Akore Kuruguga (Ap. Cob.) imire iroino. Kuruguga imire itaregodure.	Boecodure, barogwa kododure; ocagodyre. Boe enojagodyre gigi gigi gigi! Ba okwaji. Ure tuiebu. Aiwore: Oinore bai gigadure ba okwaji! Ure tugeragu tugudawy kodoji ty...Ure tugeragu joru ji ty... Ure tugudawy kodo bado tu.. Urejorugo ty... Dykeje icare ia imedy aregodyre, akore: Itaregody! Iwo itowarudore iroino. Akore: Kuruguga (Ap. Cob.) imire iroino. Kuruguga imire itaregodyre.		"Foi noite e foi manhã; ele assobiou e os Bororo responderam: - gigi gigi gigi! Na beira da aldeia.
Ele saiu, observou: Tinha muitas casas branquejando na beira da aldeia!
Pegou o a sua esteira, pegou o fogo, estendeu a esteira e avivou o fogo. Aí chegou um outro homem dizendo: - Eu cheguei. Eu vim para me esquentar. 
E acrescentou: - Sou eu, Kuruguga101, que estou chegando. Eu Kuruguga cheguei."	0.741	substantive-or-segmentation	replace: [ocagodure.] -> [ocagodyre.] | replace: [enojagodure] -> [enojagodyre] | replace: [tugudawu] -> [tugudawy] | replace: [tu...Ure] -> [ty...Ure] | replace: [joruji tu...] -> [joru ji ty...] | replace: [tugudawu] -> [tugudawy] | replace: [tu... Dukeje] -> [ty... Dykeje] | replace: [imedu aregodure, akore Itaregodu!] -> [imedy aregodyre, akore: Itaregody!]
BOR-CORBO-HM001-u135	Boecodure, barogwa kododure; ocagodure. Boe enojagodure: - gigi gigi gigi! Ure tuiebu, aiwore: oinore bai gigadure ba okwaji! Ure tugeragu tugudawu kodaji ta! Ure tugeragu joruji ta! Ure tugudawu kodo bado tu.. ba oiadoda. Ure jorugo tu... Dukeje icare ia imedu aregodure, akore Itaregodu! Iwo itowarudore iroino. Akore Mariri Baru (Paiwedu) oinore ikiere. Meriri Baru imire itaregodure.	Boecodure, barogwa kododure; ocagodyre. Boe enojagodyre: - gigi gigi gigi! Ure tuiebu, aiwore: oinore bai gigadure ba okwaji! Ure tugeragu tugudawy kodaji ta! Ure tugeragu joru ji ta! Ure tugudawy kodo bado tu.. ba oiadoda. Ure jorugo ty... Dykeje icare ia imedy aregodyre, akore: Itaregody! Iwo itowarudore iroino. Akore: Mariri Baru (Paiwedu) oinore ikiere. Meriri Baru imire itaregodyre.		"Anoiteceu e amanheceu; ele assobiou e os Bororo responderam: - gigi gigi gigi!
Saiu, observou: Quantas casas branquejando na beira da aldeia!
Pegou logo a sua esteira, pegou logo o fogo, estendeu a sua esteira no centro da aldeia e avivou o fogo. Ai chegou um outro homem dizendo: - Eu cheguei. Eu vim para me esquentar. E acrescentou: Sou eu, Meriri Baru102, que estou chegando. Eu Meriri Baru cheguei."	0.721	substantive-or-segmentation	replace: [ocagodure.] -> [ocagodyre.] | replace: [enojagodure:] -> [enojagodyre:] | replace: [tugudawu] -> [tugudawy] | replace: [joruji] -> [joru ji] | replace: [tugudawu] -> [tugudawy] | replace: [tu... Dukeje] -> [ty... Dykeje] | replace: [imedu aregodure, akore Itaregodu!] -> [imedy aregodyre, akore: Itaregody!] | replace: [Akore] -> [Akore:]
BOR-CORBO-HM001-u136	Jerigi Otojiwu o Boe boekorikare ei. Emagere ewu bokware. Enogwa bu bokware; ekera, ewure bu bokware; etoborora bu bokware.	Jerigi Otojiwy o Boe boekorikare ei. Emagere ewy bokware. Enogwa bu bokware; ekera, ewure bu bokware; etoborora bu bokware.		"O povo de Jerigi Otojiwu é manso. Eles não têm pêlos, não têm barba, não têm pêlos nas mãos e nem nos pés; seu tronco não tem pêlo.103




TERCEIRA PARTE

CAPíTULO XII. Ð PRIMEIRAS ANDAN‚AS"	0.984	near-identical	replace: [Otojiwu] -> [Otojiwy] | replace: [ewu] -> [ewy]
BOR-CORBO-HM001-u137	Egore: - U! Kaboba? Ia baarodugodu radeo pugeje.	Egore: U! Kaboba? Ia baarodugody radeo pugeje.		E perguntaram: - Oh! O que é isto. Eis uma coisa extraordinária de novo.	0.957	orthographic/editorial	delete: [-] -> [] | replace: [baarodugodu] -> [baarodugody]
BOR-CORBO-HM001-u138	Akore O! Ia kodiboe imi karega! Ia baarodugodu imi karega. Boe eke pemegaguragarewu nure imi. Iire Boe egore: Ki, Ki, ino.	Akore: O! Ia kodiboe imi karega! Ia baarodugody imi karega. Boe eke pemegaguragarewy nure imi. Iire Boe egore: Ki, Ki, ino.		Respondeu: - Eu não sou uma coisa qualquer. Eu não sou uma coisa extraordinária. Eu sou alimento gostoso dos Bororo. Eles me chamam de Anta.	0.980	near-identical	replace: [Akore] -> [Akore:] | replace: [baarodugodu] -> [baarodugody] | replace: [pemegaguragarewu] -> [pemegaguragarewy]
BOR-CORBO-HM001-u139	Tugo tabore, baiga tabore boere iwido. Boe enure bakuredo ii, boe enure imugudo. Bakure tadare boe eidogodure ii, bakure tadare boere iwido.	Tugo tabore, baiga tabore boere iwido. Boe enure bakuredo ii, boe enure imugudo. Bakure tadare boe eidogodyre ii, bakure tadare boere iwido.		Os Bororo me matam com flecha e arco. Os Bororo me fazem cerco, me empurram, e dentro do cerco eles me flecham e me matam.	0.993	near-identical	replace: [eidogodure] -> [eidogodyre]
BOR-CORBO-HM001-u140	Icare egore: Wo! Kode! Tugo pa? Baiga pa? Paia bito pageje!	Icare egore: Wo! Kode! Tugo pa? Baiga pa? Paia bito pageje!		Então os homens disseram: - Oh! Então! Onde estão a flecha e o arco? Pudéssemos matá-la para nós .	1.000	near-identical	
BOR-CORBO-HM001-u141	Dukeje icare nowu tugo, baiga, akore Tugo imireo! Baiga imeireo!	Dykeje icare nowy tugo, baiga, akore: Tugo imireo! Baiga imeireo!		Aí a flecha e o arco responderam: - Eu sou a flecha! Eu sou o arco!	0.961	orthographic/editorial	replace: [Dukeje] -> [Dykeje] | replace: [nowu] -> [nowy] | replace: [akore] -> [akore:]
BOR-CORBO-HM001-u142	Ere bakuredo ji ta! Icare eidogodure ji. Ere bito.	Ere bakuredo ji ta! Icare eidogodyre ji. Ere bito.		Eles a cercaram (a anta), a flecharam e a mataram.	0.980	near-identical	replace: [eidogodure] -> [eidogodyre]
BOR-CORBO-HM001-u144	Icare boe eture apo. Boe egore: Gae gae gae! Tuiegare tabo. Boe etaregodure apo bato, icare boere akagirido. Boere tuku.	Icare boe eture apo. Boe egore: Gae gae gae! Tuiegare tabo. Boe etaregodyre apo bato, icare boere akagirido. Boere tuku.		Depois os Bororo foram embora com ela, dizendo alegres: Gae gae gae! Chegando na aldeia a cortaram em pedaços. E acabaram.	0.992	near-identical	replace: [etaregodure] -> [etaregodyre]
BOR-CORBO-HM001-u145	Iage eture eregodaji pugeje. Ekodure... ere baado.	Iage eture eregodaji pugeje. Ekodure... ere baado.		Outros bororos foram depois destes. Andaram bastante e depois acamparam.	1.000	near-identical	
BOR-CORBO-HM001-u146	Icare emerure. Icare etaregodure nowu eerudure jiboe kae, nowu tubore etae.	Icare emerure. Icare etaregodyre nowy eerydyre jiboe kae, nowy tubore etae.		Depois foram caçar e chegaram onde estavam aqueles mesmos que os outros tinham visto; onde estavam os lambaris.	0.933	orthographic/editorial	replace: [etaregodure nowu eerudure] -> [etaregodyre nowy eerydyre] | replace: [nowu] -> [nowy]
BOR-CORBO-HM001-u147	Egore nono nowu tumedage egore pugeje. Egore: - O! Kakodiboe bao? Inoba ureboe bao?	Egore nono nowy tumedage egore pugeje. Egore: O! Kakodiboe bao? Inoba ureboe bao?		Falaram a mesma coisa que os anteriores tinham falado, dizendo: - Oh! O que é isto? Que coisa é isto?	0.976	near-identical	replace: [nowu] -> [nowy] | delete: [-] -> []
BOR-CORBO-HM001-u148	Boekare! Egore nono tagomagare nowu etumedage eiwore pugeje. Egore: - O! Boe kodiboe cegi karega. Inoba ureboe cegi karega. Boe eke cegireo. Cegire cegiere tubore. Bukerogu tabore boere cewido.	Boekare! Egore nono tagomagare nowy etumedage eiwore pugeje. Egore: O! Boe kodiboe cegi karega. Inoba ureboe cegi karega. Boe eke cegireo. Cegire cegiere tubore. Bukerogu tabore boere cewido.		Então eles lhes responderam do mesmo jeito que tinham respondido para os anteriores, dizendo: - N—s não somos qualquer coisa. N—s aqui somos comida dos Bororo. Nos nos chamamos lambaris. Os Bororo nos matam com a rede pequena.	0.990	near-identical	replace: [nowu] -> [nowy] | delete: [-] -> []
BOR-CORBO-HM001-u149	Icare egore: U! Kode! Bukerogu pa? Paia ewido pageje!	Icare egore: U! Kode! Bukerogu pa? Paia ewido pageje!		Os homens disseram; - Oh! Então! Onde está a rede pequena? Poderiamos matá-los para nós .	1.000	near-identical	
BOR-CORBO-HM001-u150	Dukeje icare cewu bukerogu akore U! Bukerogu imirewu! (3x). Padure boe kajeje já...	Dykeje icare cewy bukerogu akore: U! Bukerogu imirewy! (3x). Padure boe kajeje já...		Então a rede pequena respondeu: Eu sou a rede pequena (3x) . E apareceu logo estendida no chão.	0.958	orthographic/editorial	replace: [Dukeje] -> [Dykeje] | replace: [cewu] -> [cewy] | replace: [akore] -> [akore:] | replace: [imirewu!] -> [imirewy!]
BOR-CORBO-HM001-u151	Ere taredo kae, ere tugeragu ji. Ere taredo tabo eto jo!	Ere taredo kae, ere tugeragu ji. Ere taredo tabo eto jo!		Os homens pularam no rumo dela. Pegaram-na e pularam com ela nos peixes.	1.000	near-identical	
BOR-CORBO-HM001-u152	Oinore erore ie! Keadu karega nowu inoduji. Ekedu amanure ei.	Oinore erore ie! Keadu karega nowy inoduji. Ekedy amanure ei.		Mexeram muito com eles. A coisa não estava nada ruim. Pegaram com vontade.	0.967	orthographic/editorial	replace: [nowu] -> [nowy] | replace: [Ekedu] -> [Ekedy]
BOR-CORBO-HM001-u153	Enure bukerogu tugu tugu ei rugadu. Icare ere tugera ra epiji.	Enure bukerogu tugu tugu ei rugadu. Icare ere tugera ra epiji.		Jogaram muitas vezes a pequena rede neles. Depois largaram deles.	1.000	near-identical	
BOR-CORBO-HM001-u154	Ere cewu buke gugure jeto oino tu... boeru keje.	Ere cewy buke gugure jeto oino ty... boeru keje.		Estenderam suas pequenas redes no sol.	0.958	orthographic/editorial	replace: [cewu] -> [cewy] | replace: [tu...] -> [ty...]
BOR-CORBO-HM001-u155	Icare nowu tubore egore: Tugarege emode toge emagu Ecerae etai. Egore: - Ecerae emode toge emagu Tugarege etai. Oinore egore.	Icare nowy tubore egore: Tugarege emode toge emagu Ecerae etai. Egore: Ecerae emode toge emagu Tugarege etai. Oinore egore.		Depois os peixes disseram: - Os Tugarege vão dar seus peixes para os Ecerae e os Ecerae vão dar seus peixes para os Tugarege. Assim que eles falaram.	0.984	near-identical	replace: [nowu] -> [nowy] | delete: [-] -> []
BOR-CORBO-HM001-u156	Dutabo re icare erore ebo taci tudui bato kodi. Tugudu tabo, tumago tabo, tuiegare tabo.	Dytabore icare erore ebo taci tudui bato kodi. Tugudu tabo, tumago tabo, tuiegare tabo.		Aí eles foram todos com os peixes para a aldeia, gritando e falando alegres.	0.983	near-identical	replace: [Dutabo re] -> [Dytabore]
BOR-CORBO-HM001-u157	Ere tuie codo. Ere jorubo aru tugu tuwiaboroto. Ere kaidaga bu tuwugeje.	Ere tuie codo. Ere jorubo aru tugu tuwiaboroto. Ere kaidaga bu tuwygeje.		Pintaram-se o rosto, colocaram folhas de remédio nas orelhas e se enfeitaram com palha de palmeira acumã.	0.986	near-identical	replace: [tuwugeje.] -> [tuwygeje.]
BOR-CORBO-HM001-u158	Oinore egore tuiegare tabo, icai tudui bato duji. E! Ekudu kodu awadunure.	Oinore egore tuiegare tabo, icai tudui bato duji. E! Ekudu kodu awadunure.		Comentavam muito, alegres por voltar para a aldeia. Os seus gritos se escutavam longe.	1.000	near-identical	
BOR-CORBO-HM001-u159	Dukeje icare areme etaregodure turidu tabo etogi.	Dykeje icare areme etaregodyre turidu tabo etogi.		Depois as mulheres sairam ao encontro deles para ajudar a carregar.	0.959	orthographic/editorial	replace: [Dukeje] -> [Dykeje] | replace: [etaregodure] -> [etaregodyre]
BOR-CORBO-HM001-u160	Egore: Woie! Woie! Woie! Tubore woie!	Egore: Woie! Woie! Woie! Tubore woie!		Os homens diziam: - Aqui! Aqui! Aqui! Aqui os lambaris!	1.000	near-identical	
BOR-CORBO-HM001-u161	Icare areme egore pugeje: - Woie! Woie! Ak— woie! - Woie! Woie! Pobodori woie! - Woie! Woie! Tadari woie!! - Woie! Woie! Aigujo woie! - Woie! Woie! Ot— woie! - Woie! Woie! Mici woie! - Woie! Woie! Pogodawu woie! -Woie! Woie! Otoe woie! Oinore areme egore ime etogi!	Icare areme egore pugeje: - Woie! Woie! Ak— woie! - Woie! Woie! Pobodori woie! - Woie! Woie! Tadari woie!! - Woie! Woie! Aigujo woie! - Woie! Woie! Ot— woie! - Woie! Woie! Mici woie! - Woie! Woie! Pogodawy woie! -Woie! Woie! Otoe woie! Oinore areme egore ime etogi! -Aqui! Aqui! Aqui a fruta de bocaiuba! -Aqui! Aqui! Aqui a raiz comest’vel! -Aqui! Aqui! Aqui o cará! -Aqui! Aqui! Aqui a raiz de cip—! - Aqui! Aqui! Aqui o inhame! - Aqui! Aqui! Aqui carás silvestres.		"As mulheres respondiam:
-Aqui! Aqui! Aqui a fruta de bocaiuba!
-Aqui! Aqui! Aqui a raiz comest’vel!
-Aqui! Aqui! Aqui o cará!
-Aqui! Aqui! Aqui a raiz de cip—!
-Aqui! Aqui! Aqui outra raiz de cip—!
- Aqui! Aqui! Aqui o inhame!
- Aqui! Aqui! Aqui carás silvestres.
Assim que as mulheres falavam indo ao encontro dos homens."	0.721	substantive-or-segmentation	replace: [Pogodawu] -> [Pogodawy] | insert: [] -> [-Aqui! Aqui! Aqui a fruta de bocaiuba! -Aqui! Aqui! Aqui a raiz comest’vel! -Aqui! Aqui! Aqui o cará! -Aqui! Aqui! Aqui a raiz de cip—! - Aqui! Aqui! Aqui o inhame! - Aqui! Aqui! Aqui carás silvestres.]
BOR-CORBO-HM001-u162	Icare eiore pudo. Icare ere tudugu cewu tuborei ime epiji, tuiegare tabo.	Icare eiore pudo. Icare ere tudugu cewy tuborei ime epiji, tuiegare tabo.		Ao encontrar-se, elas carregavam os peixes recebendo-os dos homens com alegria.	0.986	near-identical	replace: [cewu] -> [cewy]
BOR-CORBO-HM001-u163	Etaregodure ebo tu... U! Oinore egore tuiegare tabo cewu moto tadaboeji.	Etaregodyre ebo ty... U! Oinore egore tuiegare tabo cewy moto tadaboeji.		Chegando com eles... falavam muito alegres das batatas da terra (que elas tinham preparado).	0.958	orthographic/editorial	replace: [Etaregodure] -> [Etaregodyre] | replace: [tu...] -> [ty...] | replace: [cewu] -> [cewy]
